Date,Price
2021-03-22,0.14
2021-03-23,0.137
2021-03-24,0.136
2021-03-25,0.145
2021-03-26,0.142
2021-03-27,0.142
2021-03-28,0.142
2021-03-29,0.145
2021-03-30,0.152
2021-03-31,0.143
2021-04-01,0.162
2021-04-02,0.176
2021-04-03,0.163
2021-04-04,0.173
2021-04-05,0.178
2021-04-06,0.169
2021-04-07,0.157
2021-04-08,0.109
2021-04-09,0.133
2021-04-10,0.126
2021-04-11,0.116
2021-04-12,0.122
2021-04-13,0.125
2021-04-14,0.133
2021-04-15,0.127
2021-04-16,0.125
2021-04-17,0.12
2021-04-18,0.113
2021-04-19,0.113
2021-04-20,0.113
2021-04-21,0.113
2021-04-22,0.11
2021-04-23,0.11
2021-04-24,0.111
2021-04-25,0.114
2021-04-26,0.117
2021-04-27,0.112
2021-04-28,0.111
2021-04-29,0.111
2021-04-30,0.113
2021-05-01,0.122
2021-05-02,0.117
2021-05-03,0.114
2021-05-04,0.226
2021-05-05,0.35
2021-05-06,0.376
2021-05-07,0.32
2021-05-08,0.271
2021-05-09,0.278
2021-05-10,0.305
2021-05-11,0.324
2021-05-12,0.317
2021-05-13,0.321
2021-05-14,0.29
2021-05-15,0.31
2021-05-16,0.303
2021-05-17,0.277
2021-05-18,0.274
2021-05-19,0.269
2021-05-20,0.287
2021-05-21,0.247
2021-05-22,0.25
2021-05-23,0.268
2021-05-24,0.249
2021-05-25,0.245
2021-05-26,0.243
2021-05-27,0.241
2021-05-28,0.243
2021-05-29,0.232
2021-05-30,0.239
2021-05-31,0.255
2021-06-01,0.297
2021-06-02,0.302
2021-06-03,0.326
2021-06-04,0.375
2021-06-05,0.459
2021-06-06,0.414
2021-06-07,0.375
2021-06-08,0.369
2021-06-09,0.367
2021-06-10,0.355
2021-06-11,0.356
2021-06-12,0.354
2021-06-13,0.356
2021-06-14,0.343
2021-06-15,0.316
2021-06-16,0.32
2021-06-17,0.314
2021-06-18,0.331
2021-06-19,0.302
2021-06-20,0.305
2021-06-21,0.308
2021-06-22,0.291
2021-06-23,0.304
2021-06-24,0.268
2021-06-25,0.272
2021-06-26,0.28
2021-06-27,0.286
2021-06-28,0.283
2021-06-29,0.286
2021-06-30,0.281
2021-07-01,0.295
2021-07-02,0.29
2021-07-03,0.289
2021-07-04,0.296
2021-07-05,0.277
2021-07-06,0.284
2021-07-07,0.29
2021-07-08,0.268
2021-07-09,0.298
2021-07-10,0.298
2021-07-11,0.287
2021-07-12,0.289
2021-07-13,0.296
2021-07-14,0.288
2021-07-15,0.281
2021-07-16,0.278
2021-07-17,0.276
2021-07-18,0.275
2021-07-19,0.293
2021-07-20,0.303
2021-07-21,0.282
2021-07-22,0.288
2021-07-23,0.289
2021-07-24,0.293
2021-07-25,0.305
2021-07-26,0.289
2021-07-27,0.316
2021-07-28,0.294
2021-07-29,0.282
2021-07-30,0.294
2021-07-31,0.297
2021-08-01,0.291
2021-08-02,0.284
2021-08-03,0.288
2021-08-04,0.297
2021-08-05,0.289
2021-08-06,0.291
2021-08-07,0.281
2021-08-08,0.267
2021-08-09,0.275
2021-08-10,0.269
2021-08-11,0.253
2021-08-12,0.261
2021-08-13,0.253
2021-08-14,0.253
2021-08-15,0.262
2021-08-16,0.265
2021-08-17,0.259
2021-08-18,0.248
2021-08-19,0.254
2021-08-20,0.254
2021-08-21,0.256
2021-08-22,0.29
2021-08-23,0.291
2021-08-24,0.261
2021-08-25,0.301
2021-08-26,0.312
2021-08-27,0.293
2021-08-28,0.314
2021-08-29,0.296
2021-08-30,0.295
2021-08-31,0.28
2021-09-01,0.317
2021-09-02,0.295
2021-09-03,0.313
2021-09-04,0.303
2021-09-05,0.296
2021-09-06,0.298
2021-09-07,0.311
2021-09-08,0.294
2021-09-09,0.305
2021-09-10,0.295
2021-09-11,0.304
2021-09-12,0.306
2021-09-13,0.299
2021-09-14,0.303
2021-09-15,0.288
2021-09-16,0.31
2021-09-17,0.308
2021-09-18,0.307
2021-09-19,0.307
2021-09-20,0.315
2021-09-21,0.301
2021-09-22,0.254
2021-09-23,0.234
2021-09-24,0.238
2021-09-25,0.238
2021-09-26,0.224
2021-09-27,0.218
2021-09-28,0.217
2021-09-29,0.209
2021-09-30,0.204
2021-10-01,0.237
2021-10-02,0.223
2021-10-03,0.207
2021-10-04,0.21
2021-10-05,0.207
2021-10-06,0.199
2021-10-07,0.203
2021-10-08,0.206
2021-10-09,0.199
2021-10-10,0.198
2021-10-11,0.201
2021-10-12,0.198
2021-10-13,0.197
2021-10-14,0.2
2021-10-15,0.202
2021-10-16,0.192
2021-10-17,0.201
2021-10-18,0.186
2021-10-19,0.191
2021-10-20,0.194
2021-10-21,0.191
2021-10-22,0.181
2021-10-23,0.177
2021-10-24,0.167
2021-10-25,0.185
2021-10-26,0.172
2021-10-27,0.176
2021-10-28,0.172
2021-10-29,0.169
2021-10-30,0.161
2021-10-31,0.151
2021-11-01,0.161
2021-11-02,0.159
2021-11-03,0.158
2021-11-04,0.167
2021-11-05,0.179
2021-11-06,0.183
2021-11-07,0.187
2021-11-08,0.178
2021-11-09,0.18
2021-11-10,0.174
2021-11-11,0.172
2021-11-12,0.168
2021-11-13,0.16
2021-11-14,0.171
2021-11-15,0.162
2021-11-16,0.179
2021-11-17,0.18
2021-11-18,0.163
2021-11-19,0.17
2021-11-20,0.172
2021-11-21,0.198
2021-11-22,0.216
2021-11-23,0.217
2021-11-24,0.219
2021-11-25,0.205
2021-11-26,0.21
2021-11-27,0.216
2021-11-28,0.194
2021-11-29,0.209
2021-11-30,0.215
2021-12-01,0.164
2021-12-02,0.169
2021-12-03,0.161
2021-12-04,0.169
2021-12-05,0.178
2021-12-06,0.178
2021-12-07,0.186
2021-12-08,0.206
2021-12-09,0.207
2021-12-10,0.183
2021-12-11,0.177
2021-12-12,0.18
2021-12-13,0.187
2021-12-14,0.182
2021-12-15,0.181
2021-12-16,0.177
2021-12-17,0.179
2021-12-18,0.181
2021-12-19,0.19
2021-12-20,0.177
2021-12-21,0.172
2021-12-22,0.179
2021-12-23,0.183
2021-12-24,0.19
2021-12-25,0.189
2021-12-26,0.194
2021-12-27,0.195
2021-12-28,0.215
2021-12-29,0.208
2021-12-30,0.223
2021-12-31,0.216
2022-01-01,0.25
2022-01-02,0.269
2022-01-03,0.248
2022-01-04,0.243
2022-01-05,0.213
2022-01-06,0.225
2022-01-07,0.227
2022-01-08,0.249
2022-01-09,0.263
2022-01-10,0.26
2022-01-11,0.255
2022-01-12,0.261
2022-01-13,0.271
2022-01-14,0.264
2022-01-15,0.269
2022-01-16,0.27
2022-01-17,0.274
2022-01-18,0.26
2022-01-19,0.271
2022-01-20,0.291
2022-01-21,0.284
2022-01-22,0.268
2022-01-23,0.276
2022-01-24,0.275
2022-01-25,0.271
2022-01-26,0.245
2022-01-27,0.254
2022-01-28,0.247
2022-01-29,0.252
2022-01-30,0.263
2022-01-31,0.28
2022-02-01,0.288
2022-02-02,0.277
2022-02-03,0.265
2022-02-04,0.276
2022-02-05,0.275
2022-02-06,0.279
2022-02-07,0.284
2022-02-08,0.283
2022-02-09,0.259
2022-02-10,0.259
2022-02-11,0.269
2022-02-12,0.276
2022-02-13,0.269
2022-02-14,0.256
2022-02-15,0.265
2022-02-16,0.279
2022-02-17,0.276
2022-02-18,0.276
2022-02-19,0.287
2022-02-20,0.276
2022-02-21,0.283
2022-02-22,0.266
2022-02-23,0.254
2022-02-24,0.243
2022-02-25,0.252
2022-02-26,0.258
2022-02-27,0.253
2022-02-28,0.265
2022-03-01,0.228
2022-03-02,0.233
2022-03-03,0.23
2022-03-04,0.24
2022-03-05,0.264
2022-03-06,0.265
2022-03-07,0.266
2022-03-08,0.246
2022-03-09,0.271
2022-03-10,0.277
2022-03-11,0.273
2022-03-12,0.276
2022-03-13,0.273
2022-03-14,0.26
2022-03-15,0.266
2022-03-16,0.287
2022-03-17,0.293
2022-03-18,0.269
2022-03-19,0.296
2022-03-20,0.312
2022-03-21,0.321
2022-03-22,0.336
2022-03-23,0.341
2022-03-24,0.335
2022-03-25,0.341
2022-03-26,0.395
2022-03-27,0.391
2022-03-28,0.385
2022-03-29,0.352
2022-03-30,0.369
2022-03-31,0.363
2022-04-01,0.348
2022-04-02,0.379
2022-04-03,0.391
2022-04-04,0.403
2022-04-05,0.391
2022-04-06,0.396
2022-04-07,0.424
2022-04-08,0.464
2022-04-09,0.462
2022-04-10,0.461
2022-04-11,0.467
2022-04-12,0.436
2022-04-13,0.421
2022-04-14,0.409
2022-04-15,0.396
2022-04-16,0.391
2022-04-17,0.394
